geneID	gene_name	CC7_fpkm	CC8_fpkm	CC1_fpkm	CC2_fpkm	CC3_fpkm	CC4_fpkm	CC5_fpkm	CC6_fpkm	IT2_fpkm	IT1_fpkm	IT3_fpkm	IT4_fpkm	IT5_fpkm	IT6_fpkm	IT7_fpkm	ACLF1_fpkm	ACLF2_fpkm	ACLF3_fpkm	ACLF4_fpkm	ACLF5_fpkm	ACLF6_fpkm	ACLF7_fpkm	ACLF8_fpkm	ACLF10_fpkm	ACLF11_fpkm	ACLF12_fpkm	ACLF14_fpkm	ACLF15_fpkm	DC1_fpkm	DC2_fpkm	DC3_fpkm	DC4_fpkm	DC5_fpkm	DC6_fpkm	DC7_fpkm	DC8_fpkm	DC9_fpkm	DC10_fpkm	DC11_fpkm	DC12_fpkm	CHB1_fpkm	CHB2_fpkm	CHB3_fpkm	CHB4_fpkm	CHB5_fpkm	CHB6_fpkm	CHB7_fpkm	CHB8_fpkm	CHB9_fpkm	CHB10_fpkm	CC7_count	CC8_count	CC1_count	CC2_count	CC3_count	CC4_count	CC5_count	CC6_count	IT2_count	IT1_count	IT3_count	IT4_count	IT5_count	IT6_count	IT7_count	ACLF1_count	ACLF2_count	ACLF3_count	ACLF4_count	ACLF5_count	ACLF6_count	ACLF7_count	ACLF8_count	ACLF10_count	ACLF11_count	ACLF12_count	ACLF14_count	ACLF15_count	DC1_count	DC2_count	DC3_count	DC4_count	DC5_count	DC6_count	DC7_count	DC8_count	DC9_count	DC10_count	DC11_count	DC12_count	CHB1_count	CHB2_count	CHB3_count	CHB4_count	CHB5_count	CHB6_count	CHB7_count	CHB8_count	CHB9_count	CHB10_count	CC_vs_CHB.log2FoldChange	CC_vs_CHB.pvalue	CC_vs_CHB.padj	CC_vs_CHB.regulated	DC_vs_CHB.log2FoldChange	DC_vs_CHB.pvalue	DC_vs_CHB.padj	DC_vs_CHB.regulated	ACLF_vs_CHB.log2FoldChange	ACLF_vs_CHB.pvalue	ACLF_vs_CHB.padj	ACLF_vs_CHB.regulated	DC_vs_CC.log2FoldChange	DC_vs_CC.pvalue	DC_vs_CC.padj	DC_vs_CC.regulated	ACLF_vs_CC.log2FoldChange	ACLF_vs_CC.pvalue	ACLF_vs_CC.padj	ACLF_vs_CC.regulated	ACLF_vs_DC.log2FoldChange	ACLF_vs_DC.pvalue	ACLF_vs_DC.padj	ACLF_vs_DC.regulated	chr	start	end	strand	gene_biotype	gene_description	KEGG	KEGG_pathway	GO	TF_Family
ENSG00000117592	PRDX6	31.3998	30.8119	32.9996	27.2543	23.8399	29.4309	28.4441	23.2675	31.8506	34.9068	29.4599	29.1163	36.7272	42.3171	31.1128	43.8683	29.3263	39.197	35.2639	35.9658	22.3653	28.8751	27.4744	29.472	30.4694	25.6983	32.056	27.0779	30.5476	32.8406	38.6565	33.6974	33.2984	41.786	32.9658	31.923	31.3763	26.635	30.3742	38.5297	30.9065	32.2564	24.965	34.6635	30.5977	30.1711	30.843	30.6675	25.2356	22.0866	1909	1839	1804	1559	1209	1186	1400	1358	1780	1887	1574	1541	1938	2097	1980	2694	1637	2272	1930	2162	1131	1546	1537	2074	2018	1650	1861	1443	1987	1995	2127	1834	2163	2327	2082	1976	1628	1554	1802	2262	1757	1852	1584	1944	1674	1550	1325	1676	1555	1249	-0.22247	0.003649369	0.428102368	down	0.03481	0.662893416	0.831032789	false	0.06075	0.456176745	0.679374959	false	0.25008	0.017543018	0.137239455	up	0.2798	0.008301129	0.0871363	up	0.0232	0.821026409	0.976938284	false	1	173477330	173488815	+	protein_coding	peroxiredoxin 6 [Source:HGNC Symbol%3BAcc:HGNC:16753]	K11188: PRDX6; peroxiredoxin 6 [EC:1.11.1.7 1.11.1.27 3.1.1.-]	hsa00480: Glutathione metabolism - Homo sapiens (human); hsa01100: Metabolic pathways - Homo sapiens (human)	GO:0004602: glutathione peroxidase activity; GO:0004623: phospholipase A2 activity; GO:0005515: protein binding; GO:0005576: extracellular region; GO:0005615: extracellular space; GO:0005634: nucleus; GO:0005737: cytoplasm; GO:0005739: mitochondrion; GO:0005829: cytosol; GO:0005829: cytosol; GO:0005829: cytosol; GO:0006979: response to oxidative stress; GO:0008379: thioredoxin peroxidase activity; GO:0016020: membrane; GO:0031625: ubiquitin protein ligase binding; GO:0035578: azurophil granule lumen; GO:0042802: identical protein binding; GO:0045296: cadherin binding; GO:0045454: cell redox homeostasis; GO:0046475: glycerophospholipid catabolic process; GO:0047184: 1-acylglycerophosphocholine O-acyltransferase activity; GO:0047499: calcium-independent phospholipase A2 activity; GO:0048026: positive regulation of mRNA splicing, via spliceosome; GO:0048471: perinuclear region of cytoplasm; GO:0051920: peroxiredoxin activity; GO:0070062: extracellular exosome; GO:0098869: cellular oxidant detoxification	NA
ENSG00000117601	SERPINC1	0.2209	0.1575	0.0737	0.3991	0.1589	0.1333	0.0546	0.1611	0.1682	0.2484	0.1257	0.1269	0.0763	0.1626	0.422	0.2624	0.0962	0.0232	0.1963	0.1564	0	0.0502	0.024	0.0382	0.2433	0.1046	0.0463	0	0	0.0884	0.0244	0.074	0.0207	0.1688	0	0.1302	0.1553	0.1611	0.1132	0.0915	0.0709	0.1403	0.0847	0.0718	0.0491	0.0784	0	0.0246	0.0872	0.0712	10	7	3	17	6	4	2	7	7	10	5	5	3	6	20	12	4	1	8	7	0	2	1	2	12	5	2	0	0	4	1	3	1	7	0	6	6	7	5	4	3	6	4	3	2	3	0	1	4	3	0.44662	0.300245471	0.812612842	false	-0.78136	0.109465658	0.318992322	false	-0.0102	0.980801665	0.9916227	false	-1.23687	0.03649528	1	down	-0.46224	0.346713037	0.636551154	false	0.77403	0.174939977	1	false	1	173903800	173917327	-	protein_coding	serpin family C member 1 [Source:HGNC Symbol%3BAcc:HGNC:775]	K03911: SERPINC1, AT3; antithrombin III	hsa04610: Complement and coagulation cascades - Homo sapiens (human)	GO:0002020: protease binding; GO:0004867: serine-type endopeptidase inhibitor activity; GO:0004867: serine-type endopeptidase inhibitor activity; GO:0005515: protein binding; GO:0005576: extracellular region; GO:0005576: extracellular region; GO:0005615: extracellular space; GO:0005615: extracellular space; GO:0005615: extracellular space; GO:0005788: endoplasmic reticulum lumen; GO:0005886: plasma membrane; GO:0007596: blood coagulation; GO:0008201: heparin binding; GO:0010951: negative regulation of endopeptidase activity; GO:0042802: identical protein binding; GO:0062023: collagen-containing extracellular matrix; GO:0070062: extracellular exosome; GO:0072562: blood microparticle; GO:2000266: regulation of blood coagulation, intrinsic pathway	NA
ENSG00000117602	RCAN3	14.6286	19.2353	7.6872	20.5852	13.8727	12.7101	16.8263	22.9043	19.2393	16.3323	12.4648	16.4371	15.5538	20.9984	17.7246	15.9426	19.2504	13.8969	6.6313	18.8668	18.8228	11.1204	13.4497	12.3529	3.7787	22.5852	14.3993	22.7644	13.6629	17.0386	6.6725	15.6748	17.4195	15.4239	14.892	20.9951	17.2156	25.637	25.0378	13.9854	24.9104	21.0051	24.692	16.02	14.6346	25.4667	32.1502	22.3993	13.2511	14.3588	2747	3546	1298	3637	2173	1582	2558	4129	3321	2727	2057	2687	2535	3214	3484	3024	3319	2488	1121	3503	2940	1839	2324	2685	773	4479	2582	3747	2745	3197	1134	2635	3495	2653	2905	4014	2759	4620	4588	2536	4374	3725	4839	2775	2473	4041	4266	3781	2522	2508	-0.35703	0.060339968	0.694296131	false	-0.18783	0.250990472	0.504929884	false	-0.45235	0.01595081	0.085664438	down	0.16103	0.457177537	0.753430404	false	-0.09736	0.699034142	0.871492917	false	-0.26245	0.220846027	0.808650556	false	1	24502351	24541040	+	protein_coding	RCAN family member 3 [Source:HGNC Symbol%3BAcc:HGNC:3042]	K17905: RCAN3; calcipression-3	NA	GO:0003723: RNA binding; GO:0005515: protein binding; GO:0005634: nucleus; GO:0005737: cytoplasm; GO:0008597: calcium-dependent protein serine/threonine phosphatase regulator activity; GO:0009653: anatomical structure morphogenesis; GO:0019722: calcium-mediated signaling; GO:0019902: phosphatase binding; GO:0031013: troponin I binding; GO:0050790: regulation of catalytic activity	NA
ENSG00000117614	SYF2	28.5216	23.4907	17.7925	15.6656	22.3441	19.1059	28.0374	21.2724	17.7333	21.3354	19.9934	16.8156	30.8069	19.9496	16.4101	19.4292	31.8543	39.9226	28.5606	29.9465	31.3102	22.7314	24.8538	23.1088	23.0002	19.48	24.1186	27.2402	23.2777	29.1393	24.4901	25.0178	23.3469	20.7218	19.2609	33.6837	25.8408	27.4318	32.0571	46.1042	21.8288	23.7473	22.2516	29.0517	24.9438	21.9973	30.4832	32.2783	31.5702	20.4819	2831	2289	1588	1463	1850	1257	2253	2027	1618	1883	1744	1453	2654	1614	1705	1948	2903	3778	2552	2939	2585	1987	2270	2655	2487	2042	2286	2370	2472	2890	2200	2223	2476	1884	1986	3404	2189	2613	3105	4419	2026	2226	2305	2660	2228	1845	2138	2880	3176	1891	-0.21576	0.199178883	0.769034602	false	0.16369	0.254014026	0.508488871	false	0.1482	0.313629829	0.554166545	false	0.37173	0.019695002	0.147911492	up	0.35993	0.024315579	0.159599247	up	-0.01809	0.898529977	0.98782549	false	1	25222276	25232502	-	protein_coding	SYF2 pre-mRNA splicing factor [Source:HGNC Symbol%3BAcc:HGNC:19824]	K12868: SYF2; pre-mRNA-splicing factor SYF2	hsa03040: Spliceosome - Homo sapiens (human)	GO:0000398: mRNA splicing, via spliceosome; GO:0000398: mRNA splicing, via spliceosome; GO:0000974: Prp19 complex; GO:0001701: in utero embryonic development; GO:0003723: RNA binding; GO:0005515: protein binding; GO:0005634: nucleus; GO:0005634: nucleus; GO:0005654: nucleoplasm; GO:0007095: mitotic G2 DNA damage checkpoint signaling; GO:0007369: gastrulation; GO:0008284: positive regulation of cell population proliferation; GO:0016607: nuclear speck; GO:0048568: embryonic organ development; GO:0071007: U2-type catalytic step 2 spliceosome; GO:0071013: catalytic step 2 spliceosome; GO:0071013: catalytic step 2 spliceosome; GO:0071014: post-mRNA release spliceosomal complex	NA
ENSG00000117620	SLC35A3	3.0205	1.6647	1.5811	1.9342	1.9093	2.2738	2.1475	1.9608	1.8074	1.7771	1.4256	2.7226	1.8205	2.2199	2.1229	1.3889	1.6347	1.349	1.658	1.8932	1.9022	2.5091	1.8599	1.6154	1.1271	1.36	1.873	1.805	1.6678	1.8526	1.5064	1.7767	1.7247	1.1606	1.2682	1.8427	1.8343	1.5835	1.647	2.271	1.7366	1.5451	2.0653	1.8101	2.5273	2.1067	3.0474	2.9219	3.3093	1.3917	1449	784	682	873	764	723	834	903	797	758	601	1137	758	868	1066	673	720	617	716	898	759	1060	821	897	589	689	858	759	856	888	654	763	884	510	632	900	751	729	771	1052	779	700	1034	801	1091	854	1033	1260	1609	621	-0.19726	0.317973356	0.815984333	false	-0.40796	0.010451086	0.082340132	down	-0.4177	0.011072698	0.068208468	down	-0.2195	0.091473072	0.347425984	false	-0.22514	0.080328066	0.303866033	false	-0.01041	0.923567755	0.99075703	false	1	99969351	100035634	+	protein_coding	solute carrier family 35 member A3 [Source:HGNC Symbol%3BAcc:HGNC:11023]	K15272: SLC35A1_2_3; solute carrier family 35 (UDP-sugar transporter), member A1/2/3	NA	GO:0000139: Golgi membrane; GO:0000139: Golgi membrane; GO:0005459: UDP-galactose transmembrane transporter activity; GO:0005462: UDP-N-acetylglucosamine transmembrane transporter activity; GO:0005515: protein binding; GO:0005794: Golgi apparatus; GO:0006047: UDP-N-acetylglucosamine metabolic process; GO:0008643: carbohydrate transport; GO:0030173: integral component of Golgi membrane; GO:0072334: UDP-galactose transmembrane transport; GO:1990569: UDP-N-acetylglucosamine transmembrane transport	NA
ENSG00000117625	RCOR3	10.6694	6.5286	5.4214	6.4831	7.2124	6.7175	7.4003	9.5505	6.2447	5.7881	6.3368	10.6905	9.475	8.1402	7.5048	5.5918	8.6381	6.3015	6.6273	7.6069	7.9668	9.0533	7.6195	6.4293	4.8587	6.6824	6.3047	8.2754	6.8892	7.9834	6.4304	6.8559	5.6073	4.9568	5.1757	6.0199	6.2606	8.0117	6.855	10.7113	6.823	6.2909	10.2996	6.8573	9.6682	8.2131	9.4017	12.1298	13.5506	7.25	2552	1533	1166	1459	1439	1065	1433	2193	1373	1231	1332	2226	1967	1587	1879	1351	1897	1437	1427	1799	1585	1907	1677	1780	1266	1688	1440	1735	1763	1908	1392	1468	1433	1086	1286	1466	1278	1839	1600	2474	1526	1421	2571	1513	2081	1660	1589	2608	3285	1613	-0.32876	0.115100767	0.736512316	false	-0.34744	0.039644438	0.178512316	down	-0.39031	0.020399233	0.100747331	down	-0.02678	0.862199771	0.955118834	false	-0.06548	0.638833869	0.840575597	false	-0.04383	0.712590851	0.959269035	false	1	211258377	211316385	+	protein_coding	REST corepressor 3 [Source:HGNC Symbol%3BAcc:HGNC:25594]	K26242: RCOR2_3; REST corepressor 2/3	NA	GO:0000118: histone deacetylase complex; GO:0003714: transcription corepressor activity; GO:0005515: protein binding; GO:0005654: nucleoplasm; GO:0005667: transcription regulator complex; GO:0005829: cytosol; GO:0006357: regulation of transcription by RNA polymerase II; GO:0016575: histone deacetylation; GO:0045892: negative regulation of DNA-templated transcription	MYB
ENSG00000117650	NEK2	1.1054	0.1751	0.0683	0.1827	0.162	0.1668	0.2276	0.1663	0.2806	0.1105	0.2655	0.1693	0.0991	0.1657	0.1056	0.2918	0.4013	0.1031	0.2729	0.2609	0.3101	0.7113	0.1869	0.3608	0.1917	0.535	0.3601	0.3223	0.2755	0.2704	0.5292	0.2607	0.3908	0.2279	2.802	0.193	0.2159	0.1664	0.3524	0.0636	0.1313	0.2081	0.459	0.4527	0.4231	0.3198	0.4519	0.123	0.206	0.3037	90	14	5	14	11	9	15	13	21	8	19	12	7	11	9	24	30	8	20	21	21	51	14	34	17	46	28	23	24	22	39	19	34	17	237	16	15	13	28	5	10	16	39	34	31	22	26	9	17	23	0.01138	0.977433113	0.997187379	false	0.09799	0.721948061	0.865417889	false	0.31659	0.278316253	0.515559782	false	0.71662	0.014558208	0.12351844	up	0.28367	0.496406059	0.751611105	false	0.20932	0.444160555	0.902862942	false	1	211658657	211675630	-	protein_coding	NIMA related kinase 2 [Source:HGNC Symbol%3BAcc:HGNC:7745]	K20872: NEK2; serine/threonine-protein kinase Nek2 [EC:2.7.11.1]	NA	GO:0000070: mitotic sister chromatid segregation; GO:0000278: mitotic cell cycle; GO:0000776: kinetochore; GO:0000794: condensed nuclear chromosome; GO:0000922: spindle pole; GO:0001824: blastocyst development; GO:0004672: protein kinase activity; GO:0004672: protein kinase activity; GO:0004674: protein serine/threonine kinase activity; GO:0004674: protein serine/threonine kinase activity; GO:0005515: protein binding; GO:0005524: ATP binding; GO:0005634: nucleus; GO:0005654: nucleoplasm; GO:0005730: nucleolus; GO:0005737: cytoplasm; GO:0005813: centrosome; GO:0005813: centrosome; GO:0005829: cytosol; GO:0005874: microtubule; GO:0006468: protein phosphorylation; GO:0006468: protein phosphorylation; GO:0007059: chromosome segregation; GO:0007059: chromosome segregation; GO:0007088: regulation of mitotic nuclear division; GO:0019903: protein phosphatase binding; GO:0030496: midbody; GO:0032212: positive regulation of telomere maintenance via telomerase; GO:0032991: protein-containing complex; GO:0043392: negative regulation of DNA binding; GO:0046602: regulation of mitotic centrosome separation; GO:0046602: regulation of mitotic centrosome separation; GO:0046777: protein autophosphorylation; GO:0046777: protein autophosphorylation; GO:0046872: metal ion binding; GO:0051225: spindle assembly; GO:0051299: centrosome separation; GO:0051301: cell division; GO:0051321: meiotic cell cycle; GO:0051973: positive regulation of telomerase activity; GO:0051988: regulation of attachment of spindle microtubules to kinetochore; GO:0090307: mitotic spindle assembly; GO:0106310: protein serine kinase activity; GO:1903126: negative regulation of centriole-centriole cohesion; GO:1904355: positive regulation of telomere capping	NA
ENSG00000117676	RPS6KA1	29.5814	28.5202	48.1293	38.4918	37.949	40.4282	28.8868	20.7804	25.4129	37.3665	31.4114	16.007	31.4327	36.8947	44.9605	45.3895	26.076	40.2696	40.625	29.2384	17.6383	35.8936	31.7196	25.3666	46.9553	25.9855	41.4445	24.1078	37.7688	29.8637	37.939	34.6679	33.8112	38.4801	30.46	35.349	34.2828	27.7686	21.2247	22.686	29.8946	30.7559	17.9825	30.0722	23.7408	19.564	16.3286	19.1886	22.328	19.7664	4579	4334	6699	5606	4900	4148	3620	3088	3616	5143	4273	2157	4223	4655	7285	7097	3706	5943	5661	4475	2271	4893	4518	4545	7918	4248	6126	3271	6255	4619	5315	4804	5592	5456	4898	5571	4529	4125	3206	3391	4327	4496	2905	4294	3307	2559	1786	2670	3503	2846	0.28233	0.048033252	0.6761482	up	0.17061	0.161267543	0.398395018	false	0.44043	0.000821698	0.012929499	up	-0.11679	0.439144697	0.74207547	false	0.15701	0.342914695	0.63392075	false	0.2665	0.057522534	0.593039471	false	1	26529761	26575030	+	protein_coding	ribosomal protein S6 kinase A1 [Source:HGNC Symbol%3BAcc:HGNC:10430]	K04373: RPS6KA; ribosomal protein S6 kinase alpha-1/2/3/6 [EC:2.7.11.1]	hsa04010: MAPK signaling pathway - Homo sapiens (human); hsa04114: Oocyte meiosis - Homo sapiens (human); hsa04150: mTOR signaling pathway - Homo sapiens (human); hsa04714: Thermogenesis - Homo sapiens (human); hsa04720: Long-term potentiation - Homo sapiens (human); hsa04722: Neurotrophin signaling pathway - Homo sapiens (human); hsa04914: Progesterone-mediated oocyte maturation - Homo sapiens (human); hsa04931: Insulin resistance - Homo sapiens (human); hsa05135: Yersinia infection - Homo sapiens (human); hsa05207: Chemical carcinogenesis - receptor activation - Homo sapiens (human)	GO:0000287: magnesium ion binding; GO:0004674: protein serine/threonine kinase activity; GO:0004674: protein serine/threonine kinase activity; GO:0004674: protein serine/threonine kinase activity; GO:0004711: ribosomal protein S6 kinase activity; GO:0004712: protein serine/threonine/tyrosine kinase activity; GO:0005515: protein binding; GO:0005524: ATP binding; GO:0005654: nucleoplasm; GO:0005654: nucleoplasm; GO:0005654: nucleoplasm; GO:0005737: cytoplasm; GO:0005829: cytosol; GO:0005829: cytosol; GO:0006915: apoptotic process; GO:0007049: cell cycle; GO:0007165: signal transduction; GO:0007268: chemical synaptic transmission; GO:0018105: peptidyl-serine phosphorylation; GO:0030307: positive regulation of cell growth; GO:0035556: intracellular signal transduction; GO:0043027: cysteine-type endopeptidase inhibitor activity involved in apoptotic process; GO:0043066: negative regulation of apoptotic process; GO:0043154: negative regulation of cysteine-type endopeptidase activity involved in apoptotic process; GO:0043555: regulation of translation in response to stress; GO:0043620: regulation of DNA-templated transcription in response to stress; GO:0045202: synapse; GO:0045597: positive regulation of cell differentiation; GO:0045893: positive regulation of DNA-templated transcription; GO:0045944: positive regulation of transcription by RNA polymerase II; GO:0072574: hepatocyte proliferation; GO:0106310: protein serine kinase activity; GO:2000491: positive regulation of hepatic stellate cell activation	NA
ENSG00000117691	NENF	4.3606	5.9428	4.9163	4.283	4.0378	5.2176	4.1975	4.3543	6.5758	6.054	6.7413	3.2127	6.7565	5.7557	5.1426	8.0384	6.2887	8.2642	6.7814	5.6268	4.1578	3.9953	5.0657	4.7025	4.5273	3.7588	5.2593	5.0777	5.7622	5.0563	6.5792	4.0984	4.7848	4.859	5.3266	4.1647	4.4751	3.7918	5.6089	4.3911	5.0815	5.2543	4.2359	5.1835	5.2801	3.5233	4.6389	3.1447	3.6199	4.4293	145	194	147	134	112	115	113	139	201	179	197	93	195	156	179	270	192	262	203	185	115	117	155	181	164	132	167	148	205	168	198	122	170	148	184	141	127	121	182	141	158	165	147	159	158	99	109	94	122	137	-0.17526	0.132987648	0.746744351	false	-0.02872	0.769142322	0.89065294	false	0.16102	0.203912406	0.428665783	false	0.13906	0.227474229	0.551443318	false	0.33222	0.040881939	0.213166431	up	0.1862	0.164322234	0.755199224	false	1	212432920	212446379	+	protein_coding	neudesin neurotrophic factor [Source:HGNC Symbol%3BAcc:HGNC:30384]	K25689: NENF; neudesin	NA	GO:0000165: MAPK cascade; GO:0005515: protein binding; GO:0005615: extracellular space; GO:0005739: mitochondrion; GO:0005783: endoplasmic reticulum; GO:0008083: growth factor activity; GO:0012505: endomembrane system; GO:0016020: membrane; GO:0032099: negative regulation of appetite; GO:0043410: positive regulation of MAPK cascade; GO:0046872: metal ion binding; GO:1901215: negative regulation of neuron death	NA
ENSG00000117713	ARID1A	17.488	16.9198	18.7141	19.4944	18.2863	19.6449	19.1064	13.5091	16.9362	19.4882	16.4018	9.4184	13.244	14.7523	17.1397	17.4996	16.4029	13.2949	13.4367	14.6045	15.2848	17.0308	14.0835	13.555	14.8558	14.9175	19.9473	15.7695	18.5969	13.91	16.2743	12.7686	17.2382	17.668	13.3428	17.8207	18.2361	15.169	16.8778	13.44	16.2107	16.1216	13.5532	16.3212	16.1262	13.8856	15.2856	10.0789	8.0567	12.0838	7333	6965	7056	7691	6396	5460	6486	5438	6528	7266	6044	3438	4820	5042	7523	7412	6315	5315	5072	6055	5331	6289	5434	6579	6786	6606	7987	5796	8343	5828	6176	4793	7723	6786	5812	7608	6526	6104	6906	5442	6356	6384	5931	6313	6085	4920	4529	3799	3424	4713	0.22969	0.013339816	0.582477167	up	0.11462	0.143611275	0.372425532	false	0.12063	0.132925211	0.329174297	false	-0.12216	0.124810837	0.408010962	false	-0.1121	0.166208004	0.444057791	false	0.00434	0.952978475	0.994412964	false	1	26693236	26782104	+	protein_coding	AT-rich interaction domain 1A [Source:HGNC Symbol%3BAcc:HGNC:11110]	K11653: ARID1; AT-rich interactive domain-containing protein 1	hsa04714: Thermogenesis - Homo sapiens (human); hsa05225: Hepatocellular carcinoma - Homo sapiens (human)	GO:0000785: chromatin; GO:0000785: chromatin; GO:0003677: DNA binding; GO:0003677: DNA binding; GO:0003713: transcription coactivator activity; GO:0005515: protein binding; GO:0005634: nucleus; GO:0005654: nucleoplasm; GO:0005654: nucleoplasm; GO:0006337: nucleosome disassembly; GO:0006338: chromatin remodeling; GO:0006338: chromatin remodeling; GO:0006357: regulation of transcription by RNA polymerase II; GO:0006357: regulation of transcription by RNA polymerase II; GO:0006357: regulation of transcription by RNA polymerase II; GO:0007399: nervous system development; GO:0016514: SWI/SNF complex; GO:0016514: SWI/SNF complex; GO:0016514: SWI/SNF complex; GO:0016922: nuclear receptor binding; GO:0030071: regulation of mitotic metaphase/anaphase transition; GO:0030520: intracellular estrogen receptor signaling pathway; GO:0030521: androgen receptor signaling pathway; GO:0031491: nucleosome binding; GO:0035060: brahma complex; GO:0042921: glucocorticoid receptor signaling pathway; GO:0045582: positive regulation of T cell differentiation; GO:0045597: positive regulation of cell differentiation; GO:0045663: positive regulation of myoblast differentiation; GO:0045815: epigenetic maintenance of chromatin in transcription-competent conformation; GO:0045893: positive regulation of DNA-templated transcription; GO:0045893: positive regulation of DNA-templated transcription; GO:0070316: regulation of G0 to G1 transition; GO:0071564: npBAF complex; GO:0071564: npBAF complex; GO:0071565: nBAF complex; GO:0071565: nBAF complex; GO:0071565: nBAF complex; GO:0140092: bBAF complex; GO:1902459: positive regulation of stem cell population maintenance; GO:2000045: regulation of G1/S transition of mitotic cell cycle; GO:2000781: positive regulation of double-strand break repair; GO:2000819: regulation of nucleotide-excision repair	ARID
ENSG00000117748	RPA2	15.5809	18.9398	35.9147	32.7937	15.1133	22.3486	17.3971	15.7903	21.2919	22.4649	18.1881	11.2193	12.2478	32.087	39.687	31.4579	11.6825	14.4707	13.7056	11.9545	13.034	21.854	12.1782	13.3116	17.5788	13.7722	20.7777	13.7694	22.0597	16.3231	17.8306	13.8681	23.3287	15.6903	15.9593	19.9585	17.1549	13.6165	12.5061	14.5455	17.1143	19.7495	8.8805	17.3067	18.4871	12.9662	13.3061	10.3102	8.7845	13.574	812	969	1683	1608	657	772	734	790	1020	1041	833	509	554	1363	2165	1656	559	719	643	616	565	1003	584	803	998	758	1034	629	1230	850	841	647	1299	749	864	1059	763	681	636	732	834	972	483	832	867	571	490	483	464	658	0.25593	0.197692051	0.768241243	false	-0.10165	0.486957602	0.711696239	false	-0.02036	0.904425159	0.955924299	false	-0.36138	0.022618317	0.160970999	down	-0.27642	0.163397097	0.439363925	false	0.07895	0.576671811	0.9375444	false	1	27891524	27914746	-	protein_coding	replication protein A2 [Source:HGNC Symbol%3BAcc:HGNC:10290]	K10739: RFA2, RPA2; replication factor A2	hsa03030: DNA replication - Homo sapiens (human); hsa03420: Nucleotide excision repair - Homo sapiens (human); hsa03430: Mismatch repair - Homo sapiens (human); hsa03440: Homologous recombination - Homo sapiens (human); hsa03460: Fanconi anemia pathway - Homo sapiens (human)	GO:0000723: telomere maintenance; GO:0000723: telomere maintenance; GO:0000724: double-strand break repair via homologous recombination; GO:0000724: double-strand break repair via homologous recombination; GO:0000724: double-strand break repair via homologous recombination; GO:0000781: chromosome, telomeric region; GO:0000781: chromosome, telomeric region; GO:0000785: chromatin; GO:0003684: damaged DNA binding; GO:0003697: single-stranded DNA binding; GO:0003697: single-stranded DNA binding; GO:0003697: single-stranded DNA binding; GO:0003697: single-stranded DNA binding; GO:0005515: protein binding; GO:0005634: nucleus; GO:0005634: nucleus; GO:0005654: nucleoplasm; GO:0005654: nucleoplasm; GO:0005662: DNA replication factor A complex; GO:0005662: DNA replication factor A complex; GO:0005662: DNA replication factor A complex; GO:0006260: DNA replication; GO:0006260: DNA replication; GO:0006260: DNA replication; GO:0006260: DNA replication; GO:0006284: base-excision repair; GO:0006289: nucleotide-excision repair; GO:0006289: nucleotide-excision repair; GO:0006289: nucleotide-excision repair; GO:0006298: mismatch repair; GO:0010569: regulation of double-strand break repair via homologous recombination; GO:0016604: nuclear body; GO:0016605: PML body; GO:0019899: enzyme binding; GO:0019903: protein phosphatase binding; GO:0031571: mitotic G1 DNA damage checkpoint signaling; GO:0031625: ubiquitin protein ligase binding; GO:0034502: protein localization to chromosome; GO:0035861: site of double-strand break; GO:0047485: protein N-terminus binding; GO:0098505: G-rich strand telomeric DNA binding; GO:2000001: regulation of DNA damage checkpoint	NA
